Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     30.14     0.00   108535     0.00     0.00  GgafCore::GgafUtil::strcmp_ascii(char*, char const*)
  0.00     30.14     0.00   107987     0.00     0.00  GgafCore::GgafNode<GgafCore::GgafActor>::moveLast()
  0.00     30.14     0.00   103319     0.00     0.00  GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Effect>::refer()
  0.00     30.14     0.00    98791     0.00     0.00  GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Effect>::getNext()
  0.00     30.14     0.00    98588     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::setRzMvAng(int)
  0.00     30.14     0.00    97876     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::addRzMvAng(int)
  0.00     30.14     0.00    97186     0.00     0.00  oggpack_read
  0.00     30.14     0.00    94187     0.00     0.00  Frm::IO<Frm::Model3D*>::TextToNum(char*)
  0.00     30.14     0.00    92149     0.00     0.00  GgafDx9LibStg::VirtualButton::getPastVBMap(unsigned int)
  0.00     30.14     0.00    92149     0.00     0.00  GgafDx9LibStg::VirtualButton::wasBeingPressed(unsigned long, unsigned int)
  0.00     30.14     0.00    91427     0.00     0.00  GgafDx9LibStg::StringBoardActor::processFinal()
  0.00     30.14     0.00    91427     0.00     0.00  GgafDx9LibStg::StringBoardActor::processJudgement()
  0.00     30.14     0.00    91001     0.00     0.00  GgafDx9Core::GgafDx9Util::getNormalizeVectorZY(int, int, float&, float&, float&)
  0.00     30.14     0.00    90874     0.00     0.00  GgafDx9LibStg::VirtualButton::isPushedDown(unsigned long)
  0.00     30.14     0.00    90399     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::forceVxMvAcceRange(int, int)
  0.00     30.14     0.00    90399     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::forceVyMvAcceRange(int, int)
  0.00     30.14     0.00    90399     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::forceVzMvAcceRange(int, int)
  0.00     30.14     0.00    89417     0.00     0.00  mdct_init
  0.00     30.14     0.00    86875     0.00     0.00  GgafDx9LibStg::HomingLaserChip::processJudgement()
  0.00     30.14     0.00    86624     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::forceVxMvVeloRange(int, int)
  0.00     30.14     0.00    86372     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::forceVyMvVeloRange(int, int)
  0.00     30.14     0.00    86372     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::forceVzMvVeloRange(int, int)
  0.00     30.14     0.00    84013     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9GeometricActor>::length()
  0.00     30.14     0.00    82912     0.00     0.00  GgafDx9Core::GgafDx9Quaternion::~GgafDx9Quaternion()
  0.00     30.14     0.00    82904     0.00     0.00  GgafDx9Core::GgafDx9Util::getRzRyAng(double, double, double, int&, int&)
  0.00     30.14     0.00    82904     0.00     0.00  MyStg2nd::MyOptionLockonController::processBehavior()
  0.00     30.14     0.00    82904     0.00     0.00  MyStg2nd::MyOptionTorpedoController::processBehavior()
  0.00     30.14     0.00    82904     0.00     0.00  MyStg2nd::MyOptionTorpedoController::processJudgement()
  0.00     30.14     0.00    82904     0.00     0.00  MyStg2nd::MyOption::processJudgement()
  0.00     30.14     0.00    82903     0.00     0.00  GgafDx9Core::GgafDx9Quaternion::GgafDx9Quaternion(double, double, double, double)
  0.00     30.14     0.00    82903     0.00     0.00  MyStg2nd::MyOptionLockonController::processJudgement()
  0.00     30.14     0.00    82903     0.00     0.00  MyStg2nd::MyOption::processFinal()
  0.00     30.14     0.00    81017     0.00     0.00  GgafDx9LibStg::DefaultScene::processJudgement()
  0.00     30.14     0.00    78070     0.00     0.00  GgafDx9LibStg::VirtualButton::isReleasedUp(unsigned long)
  0.00     30.14     0.00    78070     0.00     0.00  GgafDx9LibStg::VirtualButton::isNotBeingPressed(unsigned long)
  0.00     30.14     0.00    75692     0.00     0.00  GgafCore::GgafLordActor::processAfterDraw()
  0.00     30.14     0.00    75691     0.00     0.00  GgafCore::GgafLordActor::processPreDraw()
  0.00     30.14     0.00    74160     0.00     0.00  GgafCore::GgafLinkedListRing<MyStg2nd::Magic>::length()
  0.00     30.14     0.00    73843     0.00     0.00  GgafDx9LibStg::LaserChip::onActive()
  0.00     30.14     0.00    73370     0.00     0.00  GgafDx9LibStg::LaserChip::onInactive()
  0.00     30.14     0.00    68285     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::processPreDraw()
  0.00     30.14     0.00    68284     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::processAfterDraw()
  0.00     30.14     0.00    67422     0.00     0.00  GgafDx9Core::GgafDx9StringBoardActor::update(char*)
  0.00     30.14     0.00    67419     0.00     0.00  GgafDx9Core::GgafDx9StringBoardActor::update(float, float, char*)
  0.00     30.14     0.00    64614     0.00     0.00  MyStg2nd::MyStgUtil::resetMyCurveLaserChip001Status(GgafCore::GgafStatus*)
  0.00     30.14     0.00    63894     0.00     0.00  GgafDx9LibStg::CurveLaserChip::onActive()
  0.00     30.14     0.00    63894     0.00     0.00  MyStg2nd::MyCurveLaserChip001::onActive()
  0.00     30.14     0.00    63513     0.00     0.00  GgafDx9LibStg::CurveLaserChip::onInactive()
  0.00     30.14     0.00    63513     0.00     0.00  MyStg2nd::MyCurveLaserChip001::onInactive()
  0.00     30.14     0.00    58973     0.00     0.00  GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Se>::refer()
  0.00     30.14     0.00    57715     0.00     0.00  MyStg2nd::LabelGecchi16Font::processBehavior()
  0.00     30.14     0.00    56184     0.00     0.00  MyStg2nd::Magic::behave()
  0.00     30.14     0.00    55218     0.00     0.00  GgafDx9Core::GgafDx9StringBoardActor::processAfterDraw()
  0.00     30.14     0.00    52275     0.00     0.00  GgafDx9Core::GgafDx9MeshSetActor::processDraw()
  0.00     30.14     0.00    45564     0.00     0.00  GgafDx9LibStg::LinearOctreeForActor::executeAllHitChk(unsigned int, unsigned int)
  0.00     30.14     0.00    42308     0.00     0.00  GgafDx9Core::GgafDx9Se::isPlaying()
  0.00     30.14     0.00    42272     0.00     0.00  MyStg2nd::Shot004::processFinal()
  0.00     30.14     0.00    42272     0.00     0.00  MyStg2nd::Shot004::processBehavior()
  0.00     30.14     0.00    42272     0.00     0.00  MyStg2nd::Shot004::processJudgement()
  0.00     30.14     0.00    41875     0.00     0.00  operator delete(void*)
  0.00     30.14     0.00    40829     0.00     0.00  GgafDx9Core::GgafDx9SeTransmitter::updatePanVolume3D()
  0.00     30.14     0.00    37895     0.00     0.00  operator delete[](void*)
  0.00     30.14     0.00    37544     0.00     0.00  int GgafCore::GgafUtil::sign<int>(int)
  0.00     30.14     0.00    35570     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::execDownFunction(void (*)(GgafCore::GgafObject*, void*, void*), void*, void*)
  0.00     30.14     0.00    35570     0.00     0.00  GgafCore::GgafScene::execDownFunction(void (*)(GgafCore::GgafObject*, void*, void*), void*, void*)
  0.00     30.14     0.00    35178     0.00     0.00  GgafDx9Core::GgafDx9MeshSetEffect::setParamPerFrame()
  0.00     30.14     0.00    34769     0.00     0.00  GgafDx9LibStg::DefaultScene::processFinal()
  0.00     30.14     0.00    34367     0.00     0.00  GgafCore::GgafProgress::isJustChanged()
  0.00     30.14     0.00    33847     0.00     0.00  GgafCore::GgafUtil::sqrt_fast(double, int)
  0.00     30.14     0.00    33711     0.00     0.00  MyStg2nd::LabelGecchi8Font::processBehavior()
  0.00     30.14     0.00    31480     0.00     0.00  GgafDx9Core::GgafDx9UvFlipper::setFlipMethod(GgafDx9UvFlipMethod, int)
  0.00     30.14     0.00    31101     0.00     0.00  GgafDx9Core::GgafDx9UvFlipper::setPtnNoToTop()
  0.00     30.14     0.00    31061     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::resetMv()
  0.00     30.14     0.00    31061     0.00     0.00  MyStg2nd::EffectExplosion001::onInactive()
  0.00     30.14     0.00    31061     0.00     0.00  MyStg2nd::EffectExplosion001::onActive()
  0.00     30.14     0.00    31059     0.00     0.00  GgafDx9LibStg::DefaultSpriteSetActor::onCatchEvent(unsigned int, void*)
  0.00     30.14     0.00    26699     0.00     0.00  vorbis_book_init_encode
  0.00     30.14     0.00    26426     0.00     0.00  GgafDx9Core::GgafDx9UvFlipper::getUV(float&, float&)
  0.00     30.14     0.00    25222     0.00     0.00  Frm::vector<float>::operator=(Frm::vector<float> const&)
  0.00     30.14     0.00    25220     0.00     0.00  Frm::vector<float>::Abs()
  0.00     30.14     0.00    25220     0.00     0.00  Frm::vector<float>::vector(float, float, float)
  0.00     30.14     0.00    25219     0.00     0.00  Frm::vector<float>::operator-(Frm::vector<float>&) const
  0.00     30.14     0.00    23246     0.00     0.00  Frm::Array<unsigned short, 4>::Array()
  0.00     30.14     0.00    23219     0.00     0.00  MyStg2nd::MyTorpedo::processFinal()
  0.00     30.14     0.00    23219     0.00     0.00  MyStg2nd::MyTorpedo::processBehavior()
  0.00     30.14     0.00    23219     0.00     0.00  MyStg2nd::MyTorpedo::processJudgement()
  0.00     30.14     0.00    22920     0.00     0.00  GgafCore::GgafProgress::getChangedFrom()
  0.00     30.14     0.00    22785     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::setRzMvAngVelo(int)
  0.00     30.14     0.00    22471     0.00     0.00  GgafDx9Core::GgafDx9GeoElem::set(GgafDx9Core::GgafDx9GeometricActor*)
  0.00     30.14     0.00    22471     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9GeoElem>::next()
  0.00     30.14     0.00    22444     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::getBehaveingFrame()
  0.00     30.14     0.00    22315     0.00     0.00  GgafDx9Core::GgafDx9GeometricActor::setRotationBy(GgafDx9Core::GgafDx9GeometricActor*)
  0.00     30.14     0.00    22315     0.00     0.00  MyStg2nd::MyTorpedoTail::processBehaviorHeadChip()
  0.00     30.14     0.00    21986     0.00     0.00  _vorbis_apply_window
  0.00     30.14     0.00    20773     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::setRyMvAngVelo(int)
  0.00     30.14     0.00    20542     0.00     0.00  GgafDx9Core::GgafDx9Input::isBeingPressedJoyUp()
  0.00     30.14     0.00    20528     0.00     0.00  GgafDx9LibStg::VirtualButton::wasNotBeingPressed(unsigned long, unsigned int)
  0.00     30.14     0.00    20243     0.00     0.00  GgafDx9Core::GgafDx9UvFlipper::setPtnNo(int)
  0.00     30.14     0.00    19992     0.00     0.00  GgafDx9Core::GgafDx9Input::isBeingPressedJoyDown()
  0.00     30.14     0.00    19715     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::getActivePartFrame()
  0.00     30.14     0.00    19372     0.00     0.00  GgafDx9Core::GgafDx9Input::isBeingPressedJoyRight()
  0.00     30.14     0.00    19330     0.00     0.00  GgafDx9Core::GgafDx9Input::isBeingPressedJoyLeft()
  0.00     30.14     0.00    18902     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::setFaceAngVelo(int, int)
  0.00     30.14     0.00    17993     0.00     0.00  MyStg2nd::MyShot001::processFinal()
  0.00     30.14     0.00    17993     0.00     0.00  MyStg2nd::MyShot001::processBehavior()
  0.00     30.14     0.00    17993     0.00     0.00  MyStg2nd::MyShot001::processJudgement()
  0.00     30.14     0.00    17973     0.00     0.00  GgafCore::GgafLinkedListRing<MyStg2nd::Magic>::getElemFirst()
  0.00     30.14     0.00    17489     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::setRzRyMvAng(int, int)
  0.00     30.14     0.00    17390     0.00     0.00  vorbis_book_decode
  0.00     30.14     0.00    16961     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::setMvAcce(int)
  0.00     30.14     0.00    16791     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::setRyMvAng(int)
  0.00     30.14     0.00    16775     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::addRyMvAng(int)
  0.00     30.14     0.00    15833     0.00     0.00  vorbis_book_decodevv_add
  0.00     30.14     0.00    15422     0.00     0.00  GgafDx9LibStg::WalledSectionScene::processBehavior()
  0.00     30.14     0.00    15422     0.00     0.00  GgafDx9LibStg::WalledSectionScene::enableFrontAlpha(GgafDx9Core::GgafDx9GeometricActor*)
  0.00     30.14     0.00    14934     0.00     0.00  GgafDx9LibStg::ColliSphere::rotateRxRzRy(int, int, int)
  0.00     30.14     0.00    14553     0.00     0.00  MyStg2nd::MyTorpedoBlast::processFinal()
  0.00     30.14     0.00    14553     0.00     0.00  MyStg2nd::MyTorpedoBlast::processBehavior()
  0.00     30.14     0.00    14553     0.00     0.00  MyStg2nd::MyTorpedoBlast::processJudgement()
  0.00     30.14     0.00    14435     0.00     0.00  GgafDx9LibStg::ColliSphere::set(int, int, int, int, bool, bool, bool)
  0.00     30.14     0.00    14435     0.00     0.00  GgafDx9LibStg::CollisionChecker::setColliSphere(int, int, int, int, int, bool, bool, bool)
  0.00     30.14     0.00    14434     0.00     0.00  GgafDx9LibStg::CollisionChecker::setColliSphere(int, int)
  0.00     30.14     0.00    14433     0.00     0.00  GgafDx9Core::GgafDx9BoardSetEffect::setParamPerFrame()
  0.00     30.14     0.00    14182     0.00     0.00  GgafDx9Core::GgafDx9MeshEffect::setParamPerFrame()
  0.00     30.14     0.00    13704     0.00     0.00  _D3DMATRIX::_D3DMATRIX()
  0.00     30.14     0.00    13619     0.00     0.00  D3DXMATRIX::D3DXMATRIX()
  0.00     30.14     0.00    12612     0.00     0.00  Frm::vector<float>::Dot(Frm::vector<float>) const
  0.00     30.14     0.00    12611     0.00     0.00  Frm::vector<float>::vector(Frm::vector<float> const&)
  0.00     30.14     0.00    12591     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::getRadv1_v0v1v2(Frm::Array<float, 3>&, Frm::Array<float, 3>&, Frm::Array<float, 3>&)
  0.00     30.14     0.00    12024     0.00     0.00  GgafDx9Core::GgafDx9Camera::processFinal()
  0.00     30.14     0.00    12024     0.00     0.00  GgafDx9Core::GgafDx9Camera::processBehavior()
  0.00     30.14     0.00    12024     0.00     0.00  GgafDx9Core::GgafDx9Camera::processJudgement()
  0.00     30.14     0.00    12024     0.00     0.00  GgafDx9Core::GgafDx9Universe::processSettlementBehavior()
  0.00     30.14     0.00    12024     0.00     0.00  GgafDx9Core::GgafDx9CameraViewPoint::processFinal()
  0.00     30.14     0.00    12024     0.00     0.00  GgafDx9LibStg::DefaultUniverse::nextFrame()
  0.00     30.14     0.00    12024     0.00     0.00  GgafCore::GgafUniverse::processBehavior()
  0.00     30.14     0.00    12024     0.00     0.00  GgafCore::GgafUniverse::processSettlementBehavior()
  0.00     30.14     0.00    12024     0.00     0.00  MyStg2nd::CameraWorker::processFinal()
  0.00     30.14     0.00    12024     0.00     0.00  MyStg2nd::Camera::processBehavior()
  0.00     30.14     0.00    12024     0.00     0.00  MyStg2nd::Universe::processBehavior()
  0.00     30.14     0.00    12023     0.00     0.00  GgafDx9Core::GgafDx9CameraViewPoint::processBehavior()
  0.00     30.14     0.00    12023     0.00     0.00  GgafCore::GgafUniverse::processJudgement()
  0.00     30.14     0.00    12023     0.00     0.00  MyStg2nd::Universe::processJudgement()
  0.00     30.14     0.00    12022     0.00     0.00  D3DXMatrixIdentity(D3DXMATRIX*)
  0.00     30.14     0.00    12022     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9Universe::SeArray>::next()
  0.00     30.14     0.00    12019     0.00     0.00  GgafDx9Core::GgafDx9CameraViewPoint::processJudgement()
  0.00     30.14     0.00    12019     0.00     0.00  GgafCore::GgafGod::executeUniversalJudge()
  0.00     30.14     0.00    12017     0.00     0.00  GgafCore::GgafGod::finalizeUniversal()
  0.00     30.14     0.00    11511     0.00     0.00  MyStg2nd::CommonScene::processBehavior()
  0.00     30.14     0.00    11511     0.00     0.00  MyStg2nd::PreDrawScene::processBehavior()
  0.00     30.14     0.00    11511     0.00     0.00  MyStg2nd::GameScene::processFinal()
  0.00     30.14     0.00    11510     0.00     0.00  MyStg2nd::PreDrawScene::processFinal()
  0.00     30.14     0.00    11508     0.00     0.00  GgafDx9Core::GgafDx9Input::updateJoystickState()
  0.00     30.14     0.00    11445     0.00     0.00  GgafDx9LibStg::DefaultBoardSetActor::processFinal()
  0.00     30.14     0.00    11237     0.00     0.00  GgafDx9LibStg::VirtualButton::isRoundPushDown(unsigned long, unsigned int)
  0.00     30.14     0.00    11237     0.00     0.00  GgafDx9LibStg::DefaultBoardActor::processFinal()
  0.00     30.14     0.00    11237     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9GeoElem>::getPrev(int)
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::MagicMeter::processBehavior()
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::MagicMeter::processJudgement()
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::GameMainScene::processFinal()
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::GameMainScene::processBehavior()
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::MyOptionController::processFinal()
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::MyOptionController::processJudgement()
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::MyOptionControllerGizmo::processFinal()
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::MyOptionControllerGizmo::processBehavior()
  0.00     30.14     0.00    11237     0.00     0.00  MyStg2nd::MyOptionControllerGizmo::processJudgement()
